name,value,year,lastValue,rank
德玛西亚,149710.799999995,2014.6,144569.5,1
诺克萨斯,148604.5,2017.5,147224.200000001,2
诺克萨斯,147224.200000001,2017.4,145843.899999999,2
诺克萨斯,145843.899999999,2017.3,144463.600000001,2
德玛西亚,144569.5,2014.5,139428.200000005,1
诺克萨斯,144463.600000001,2017.2,143083.299999999,2
诺克萨斯,143083.299999999,2017.1,141703,2
诺克萨斯,141703,2017,140857.900000001,2
诺克萨斯,140857.900000001,2016.9,140012.8,2
诺克萨斯,140012.8,2016.8,139167.7,2
德玛西亚,139428.200000005,2014.4,134286.899999998,1
诺克萨斯,139167.7,2016.7,138322.599999999,2
诺克萨斯,138322.599999999,2016.6,137477.5,2
诺克萨斯,137477.5,2016.5,136632.400000001,2
诺克萨斯,136632.400000001,2016.4,135787.3,2
诺克萨斯,135787.3,2016.3,134942.2,2
诺克萨斯,134942.2,2016.2,134097.099999999,2
德玛西亚,134286.899999998,2014.3,129145.600000002,1
诺克萨斯,134097.099999999,2016.1,133252,2
诺克萨斯,133252,2016,131958.200000001,2
诺克萨斯,131958.200000001,2015.9,130664.399999999,2
诺克萨斯,130664.399999999,2015.8,129370.600000001,2
诺克萨斯,129370.600000001,2015.7,128076.799999999,2
德玛西亚,129145.600000002,2014.2,124004.299999995,1
诺克萨斯,128076.799999999,2015.6,126783,2
诺克萨斯,126783,2015.5,125489.200000001,2
诺克萨斯,125489.200000001,2015.4,124195.399999999,2
诺克萨斯,124195.399999999,2015.3,122901.600000001,2
德玛西亚,124004.299999995,2014.1,118863,1
诺克萨斯,122901.600000001,2015.2,121607.799999999,2
诺克萨斯,121607.799999999,2015.1,120314,2
诺克萨斯,120314,2015,119026.500000001,2
诺克萨斯,119026.500000001,2014.9,117738.999999999,2
德玛西亚,118863,2014,116808.300000002,1
诺克萨斯,117738.999999999,2014.8,116451.500000001,2
德玛西亚,116808.300000002,2013.9,114753.599999999,1
诺克萨斯,116451.500000001,2014.7,115163.999999999,2
诺克萨斯,115163.999999999,2014.6,113876.5,2
德玛西亚,114753.599999999,2013.8,112698.900000001,1
诺克萨斯,113876.5,2014.5,112589.000000001,2
德玛西亚,112698.900000001,2013.7,110644.199999998,1
诺克萨斯,112589.000000001,2014.4,111301.499999999,2
诺克萨斯,111301.499999999,2014.3,110014.000000001,2
德玛西亚,110644.199999998,2013.6,108589.5,1
诺克萨斯,110014.000000001,2014.2,108726.499999999,2
诺克萨斯,108726.499999999,2014.1,107439,2
德玛西亚,108589.5,2013.5,106534.800000002,1
诺克萨斯,107439,2014,106024.200000001,2
德玛西亚,106534.800000002,2013.4,104480.099999999,1
诺克萨斯,106024.200000001,2013.9,104609.399999999,2
诺克萨斯,104609.399999999,2013.8,103194.600000001,2
德玛西亚,104480.099999999,2013.3,102425.400000001,1
诺克萨斯,103194.600000001,2013.7,101779.799999999,2
德玛西亚,102425.400000001,2013.2,100370.699999998,1
诺克萨斯,101779.799999999,2013.6,100365,2
弗雷尔卓德,100764,2018,97167.2000000033,3
德玛西亚,100370.699999998,2013.1,98316,1
诺克萨斯,100365,2013.5,98950.2000000013,2
诺克萨斯,98950.2000000013,2013.4,97535.3999999994,2
德玛西亚,98316,2013,96141.200000002,1
诺克萨斯,97535.3999999994,2013.3,96120.6000000006,2
弗雷尔卓德,97167.2000000033,2017.9,93570.3999999984,3
德玛西亚,96141.200000002,2012.9,93966.399999999,1
诺克萨斯,96120.6000000006,2013.2,94705.7999999987,2
诺克萨斯,94705.7999999987,2013.1,93291,2
德玛西亚,93966.399999999,2012.8,91791.600000001,1
弗雷尔卓德,93570.3999999984,2017.8,89973.6000000016,3
诺克萨斯,93291,2013,90934.5000000021,2
恕瑞玛,92715,2018,91443.4000000012,4
德玛西亚,91791.600000001,2012.7,89616.799999998,1
恕瑞玛,91443.4000000012,2017.9,90171.7999999994,4
诺克萨斯,90934.5000000021,2012.9,88577.9999999989,2
恕瑞玛,90171.7999999994,2017.8,88900.2000000006,4
弗雷尔卓德,89973.6000000016,2017.7,86376.7999999967,3
德玛西亚,89616.799999998,2012.6,87442,1
恕瑞玛,88900.2000000006,2017.7,87628.5999999988,4
诺克萨斯,88577.9999999989,2012.8,86221.5000000011,2
恕瑞玛,87628.5999999988,2017.6,86357,3
德玛西亚,87442,2012.5,85267.200000002,1
弗雷尔卓德,86376.7999999967,2017.6,82780,4
恕瑞玛,86357,2017.5,85085.4000000012,3
诺克萨斯,86221.5000000011,2012.7,83864.9999999979,2
德玛西亚,85267.200000002,2012.4,83092.399999999,1
恕瑞玛,85085.4000000012,2017.4,83813.7999999994,3
诺克萨斯,83864.9999999979,2012.6,81508.5,2
恕瑞玛,83813.7999999994,2017.3,82542.2000000006,3
德玛西亚,83092.399999999,2012.3,80917.600000001,1
弗雷尔卓德,82780,2017.5,79183.2000000033,4
恕瑞玛,82542.2000000006,2017.2,81270.5999999988,3
比尔吉沃特,81563,2014,81328.0000000002,3
诺克萨斯,81508.5,2012.5,79152.0000000021,2
比尔吉沃特,81328.0000000002,2013.9,81092.9999999999,3
恕瑞玛,81270.5999999988,2017.1,79999,3
比尔吉沃特,81249.0000000003,2014.1,81563,3
比尔吉沃特,81092.9999999999,2013.8,80858.0000000001,3
比尔吉沃特,80934.9999999999,2014.2,81249.0000000003,3
德玛西亚,80917.600000001,2012.2,78742.799999998,1
比尔吉沃特,80858.0000000001,2013.7,80622.9999999998,3
比尔吉沃特,80622.9999999998,2013.6,80388,3
比尔吉沃特,80621.0000000001,2014.3,80934.9999999999,3
比尔吉沃特,80388,2013.5,80153.0000000002,3
比尔吉沃特,80306.9999999997,2014.4,80621.0000000001,3
比尔吉沃特,80153.0000000002,2013.4,79917.9999999999,3
恕瑞玛,79999,2017,79278.6000000007,3
比尔吉沃特,79993,2014.5,80306.9999999997,3
比尔吉沃特,79917.9999999999,2013.3,79683.0000000001,3
比尔吉沃特,79683.0000000001,2013.2,79447.9999999998,3
比尔吉沃特,79679.0000000003,2014.6,79993,3
比尔吉沃特,79447.9999999998,2013.1,79213,3
比尔吉沃特,79364.9999999999,2014.7,79679.0000000003,3
恕瑞玛,79278.6000000007,2016.9,78558.1999999997,3
比尔吉沃特,79213,2013,79075.6000000001,3
弗雷尔卓德,79183.2000000033,2017.4,75586.3999999984,4
诺克萨斯,79152.0000000021,2012.4,76795.4999999989,2
比尔吉沃特,79075.6000000001,2012.9,78938.1999999999,3
比尔吉沃特,79051.0000000001,2014.8,79364.9999999999,3
比尔吉沃特,78938.1999999999,2012.8,78800.8000000001,3
艾欧尼亚,78808,2013,78480.4000000003,4
比尔吉沃特,78800.8000000001,2012.7,78663.3999999999,3
德玛西亚,78742.799999998,2012.1,76568,1
比尔吉沃特,78736.9999999997,2014.9,79051.0000000001,3
比尔吉沃特,78663.3999999999,2012.6,78526,3
恕瑞玛,78558.1999999997,2016.8,77837.8000000003,3
比尔吉沃特,78526,2012.5,78388.6000000001,3
艾欧尼亚,78480.4000000003,2012.9,78152.7999999999,4
比尔吉沃特,78423,2015,78736.9999999997,3
比尔吉沃特,78388.6000000001,2012.4,78251.1999999999,3
比尔吉沃特,78251.1999999999,2012.3,78113.8000000001,2
艾欧尼亚,78152.7999999999,2012.8,77825.2000000001,4
艾欧尼亚,78151.6000000006,2013.1,78808,4
比尔吉沃特,78113.8000000001,2012.2,77976.3999999999,2
比尔吉沃特,77976.3999999999,2012.1,77839,2
比尔吉沃特,77890.9000000005,2015.1,78423,3
比尔吉沃特,77839,2012,77241.2000000006,1
恕瑞玛,77837.8000000003,2016.7,77117.3999999993,3
艾欧尼亚,77825.2000000001,2012.7,77497.5999999997,4
艾欧尼亚,77497.5999999997,2012.6,77170,4
艾欧尼亚,77495.1999999997,2013.2,78151.6000000006,4
比尔吉沃特,77358.7999999998,2015.2,77890.9000000005,3
比尔吉沃特,77241.2000000006,2011.9,76643.3999999997,1
艾欧尼亚,77170,2012.5,76842.4000000003,4
恕瑞玛,77117.3999999993,2016.6,76397,3
艾欧尼亚,76842.4000000003,2012.4,76514.7999999999,4
艾欧尼亚,76838.8000000003,2013.3,77495.1999999997,4
比尔吉沃特,76826.7000000002,2015.3,77358.7999999998,3
诺克萨斯,76795.4999999989,2012.3,74439.0000000011,3
比尔吉沃特,76643.3999999997,2011.8,76045.6000000003,1
德玛西亚,76568,2012,72260.4000000039,2
艾欧尼亚,76514.7999999999,2012.3,76187.2000000001,4
恕瑞玛,76397,2016.5,75676.6000000007,3
比尔吉沃特,76294.5999999995,2015.4,76826.7000000002,3
艾欧尼亚,76187.2000000001,2012.2,75859.5999999997,3
艾欧尼亚,76182.3999999994,2013.4,76838.8000000003,4
比尔吉沃特,76045.6000000003,2011.7,75447.7999999994,1
艾欧尼亚,75859.5999999997,2012.1,75532,3
比尔吉沃特,75762.5,2015.5,76294.5999999995,3
恕瑞玛,75676.6000000007,2016.4,74956.1999999997,3
弗雷尔卓德,75586.3999999984,2017.3,71989.6000000016,4
艾欧尼亚,75532,2012,74969.3000000005,3
艾欧尼亚,75526,2013.5,76182.3999999994,4
比尔吉沃特,75447.7999999994,2011.6,74850,1
比尔吉沃特,75230.4000000005,2015.6,75762.5,3
艾欧尼亚,74969.3000000005,2011.9,74406.5999999997,2
恕瑞玛,74956.1999999997,2016.3,74235.8000000003,3
艾欧尼亚,74869.6000000006,2013.6,75526,4
比尔吉沃特,74850,2011.5,74252.2000000006,1
比尔吉沃特,74698.2999999998,2015.7,75230.4000000005,3
诺克萨斯,74439.0000000011,2012.2,72082.4999999979,4
艾欧尼亚,74406.5999999997,2011.8,73843.9000000003,2
比尔吉沃特,74252.2000000006,2011.4,73654.3999999997,1
恕瑞玛,74235.8000000003,2016.2,73515.3999999993,3
艾欧尼亚,74213.1999999997,2013.7,74869.6000000006,4
比尔吉沃特,74166.2000000002,2015.8,74698.2999999998,3
艾欧尼亚,73843.9000000003,2011.7,73281.1999999995,2
比尔吉沃特,73654.3999999997,2011.3,73056.6000000003,1
比尔吉沃特,73634.0999999995,2015.9,74166.2000000002,3
艾欧尼亚,73556.8000000003,2013.8,74213.1999999997,4
恕瑞玛,73515.3999999993,2016.1,72795,3
艾欧尼亚,73281.1999999995,2011.6,72718.5,2
比尔吉沃特,73102,2016,73634.0999999995,3
比尔吉沃特,73056.6000000003,2011.2,72458.7999999994,1
艾欧尼亚,72900.3999999994,2013.9,73556.8000000003,4
恕瑞玛,72795,2016,72282.5000000005,4
比尔吉沃特,72765.1000000003,2016.1,73102,4
艾欧尼亚,72718.5,2011.5,72155.8000000005,2
比尔吉沃特,72537,2000,72537,1
比尔吉沃特,72458.7999999994,2011.1,71861,1
比尔吉沃特,72428.1999999999,2016.2,72765.1000000003,4
恕瑞玛,72282.5000000005,2015.9,71769.9999999998,4
德玛西亚,72260.4000000039,2011.9,67952.799999998,3
艾欧尼亚,72244,2014,72900.3999999994,4
比尔吉沃特,72177.8000000003,2000.1,72537,1
艾欧尼亚,72155.8000000005,2011.4,71593.0999999997,2
比尔吉沃特,72091.3000000001,2016.3,72428.1999999999,4
诺克萨斯,72082.4999999979,2012.1,69726,4
弗雷尔卓德,71989.6000000016,2017.2,68392.7999999967,4
比尔吉沃特,71861,2011,71720.1000000001,1
比尔吉沃特,71818.5999999998,2000.2,72177.8000000003,1
恕瑞玛,71769.9999999998,2015.8,71257.5000000002,4
比尔吉沃特,71754.3999999997,2016.4,72091.3000000001,4
比尔吉沃特,71720.1000000001,2010.9,71579.1999999999,1
艾欧尼亚,71593.0999999997,2011.3,71030.4000000003,2
比尔吉沃特,71579.1999999999,2010.8,71438.3000000001,1
艾欧尼亚,71529.1000000006,2014.1,72244,4
比尔吉沃特,71459.4000000002,2000.3,71818.5999999998,1
比尔吉沃特,71438.3000000001,2010.7,71297.3999999999,1
比尔吉沃特,71417.5,2016.5,71754.3999999997,4
比尔吉沃特,71297.3999999999,2010.6,71156.5,1
恕瑞玛,71257.5000000002,2015.7,70744.9999999995,4
比尔吉沃特,71156.5,2010.5,71015.6000000001,1
比尔吉沃特,71100.1999999997,2000.4,71459.4000000002,1
比尔吉沃特,71080.6000000003,2016.6,71417.5,4
艾欧尼亚,71030.4000000003,2011.2,70467.6999999995,2
比尔吉沃特,71015.6000000001,2010.4,70874.6999999999,1
比尔吉沃特,70874.6999999999,2010.3,70733.8000000001,1
艾欧尼亚,70814.1999999997,2014.2,71529.1000000006,4
恕瑞玛,70744.9999999995,2015.6,70232.5,4
比尔吉沃特,70743.6999999999,2016.7,71080.6000000003,4
比尔吉沃特,70741,2000.5,71100.1999999997,1
比尔吉沃特,70733.8000000001,2010.2,70592.8999999999,1
比尔吉沃特,70592.8999999999,2010.1,70452,1
艾欧尼亚,70467.6999999995,2011.1,69905,2
比尔吉沃特,70453,2003,70371.4000000001,1
比尔吉沃特,70452,2010,70280.2000000002,1
比尔吉沃特,70406.8000000001,2016.8,70743.6999999999,4
比尔吉沃特,70381.8000000003,2000.6,70741,1
比尔吉沃特,70371.4000000001,2002.9,70289.8,1
比尔吉沃特,70289.8,2002.8,70208.2,1
比尔吉沃特,70280.2000000002,2009.9,70108.3999999999,1
恕瑞玛,70232.5,2015.5,69720.0000000005,4
比尔吉沃特,70208.2,2002.7,70126.5999999999,1
恕瑞玛,70196,2000,70196,2
比尔吉沃特,70147.1000000003,2003.1,70453,1
比尔吉沃特,70126.5999999999,2002.6,70045,1
比尔吉沃特,70108.3999999999,2009.8,69936.6000000001,1
艾欧尼亚,70099.3000000003,2014.3,70814.1999999997,4
比尔吉沃特,70069.8999999997,2016.9,70406.8000000001,4
比尔吉沃特,70045,2002.5,69963.4000000001,1
比尔吉沃特,70022.5999999998,2000.7,70381.8000000003,1
比尔吉沃特,69963.4000000001,2002.4,69881.8,1
比尔吉沃特,69936.6000000001,2009.7,69764.7999999998,1
艾欧尼亚,69905,2011,69387.2000000005,2
比尔吉沃特,69881.8,2002.3,69800.2,1
比尔吉沃特,69841.1999999999,2003.2,70147.1000000003,1
比尔吉沃特,69800.2,2002.2,69718.5999999999,1
比尔吉沃特,69764.7999999998,2009.6,69593,1
比尔吉沃特,69733,2017,70069.8999999997,4
诺克萨斯,69726,2012,68285.1000000013,4
恕瑞玛,69720.0000000005,2015.4,69207.4999999998,4
比尔吉沃特,69718.5999999999,2002.1,69637,1
恕瑞玛,69683.2000000005,2000.1,70196,2
比尔吉沃特,69663.4000000002,2000.8,70022.5999999998,1
比尔吉沃特,69637,2002,69567.8000000001,1
比尔吉沃特,69593,2009.5,69421.2000000002,1
比尔吉沃特,69567.8000000001,2001.9,69498.6,1
比尔吉沃特,69535.3000000001,2003.3,69841.1999999999,1
比尔吉沃特,69498.6,2001.8,69429.4,1
比尔吉沃特,69429.4,2001.7,69360.1999999999,1
比尔吉沃特,69421.2000000002,2009.4,69249.3999999999,1
比尔吉沃特,69393.8000000003,2017.1,69733,4
艾欧尼亚,69387.2000000005,2010.9,68869.3999999998,2
艾欧尼亚,69384.3999999994,2014.4,70099.3000000003,4
比尔吉沃特,69360.1999999999,2001.6,69291,1
比尔吉沃特,69304.1999999997,2000.9,69663.4000000002,1
比尔吉沃特,69291,2001.5,69221.8000000001,1
比尔吉沃特,69249.3999999999,2009.3,69077.6000000001,1
比尔吉沃特,69229.3999999997,2003.4,69535.3000000001,1
比尔吉沃特,69221.8000000001,2001.4,69152.6,1
恕瑞玛,69207.4999999998,2015.3,68695.0000000002,4
恕瑞玛,69170.3999999998,2000.2,69683.2000000005,2
比尔吉沃特,69152.6,2001.3,69083.4,1
比尔吉沃特,69083.4,2001.2,69014.1999999999,1
比尔吉沃特,69077.6000000001,2009.2,68905.7999999998,1
比尔吉沃特,69054.5999999998,2017.2,69393.8000000003,5
比尔吉沃特,69014.1999999999,2001.1,68945,1
比尔吉沃特,68945,2001,69304.1999999997,1
比尔吉沃特,68923.5,2003.5,69229.3999999997,1
比尔吉沃特,68905.7999999998,2009.1,68734,1
艾欧尼亚,68869.3999999998,2010.8,68351.6000000002,2
比尔吉沃特,68734,2009,68527.3000000002,1
比尔吉沃特,68715.4000000002,2017.3,69054.5999999998,5
恕瑞玛,68695.0000000002,2015.2,68182.4999999995,4
艾欧尼亚,68669.5,2014.5,69384.3999999994,4
恕瑞玛,68657.6000000002,2000.3,69170.3999999998,2
比尔吉沃特,68617.6000000003,2003.6,68923.5,1
比尔吉沃特,68527.3000000002,2008.9,68320.5999999999,1
弗雷尔卓德,68392.7999999967,2017.1,64796,5
比尔吉沃特,68376.1999999997,2017.4,68715.4000000002,5
艾欧尼亚,68351.6000000002,2010.7,67833.7999999995,2
比尔吉沃特,68320.5999999999,2008.8,68113.9000000001,1
比尔吉沃特,68311.6999999999,2003.7,68617.6000000003,1
诺克萨斯,68285.1000000013,2011.9,66844.1999999993,4
恕瑞玛,68182.4999999995,2015.1,67670,4
恕瑞玛,68144.7999999995,2000.4,68657.6000000002,2
比尔吉沃特,68113.9000000001,2008.7,67907.1999999998,1
比尔吉沃特,68037,2017.5,68376.1999999997,5
比尔吉沃特,68005.8000000001,2003.8,68311.6999999999,1
艾欧尼亚,67954.6000000006,2014.6,68669.5,4
德玛西亚,67952.799999998,2011.8,63645.200000002,3
比尔吉沃特,67907.1999999998,2008.6,67700.5,1
艾欧尼亚,67833.7999999995,2010.6,67316,2
比尔吉沃特,67700.5,2008.5,67493.8000000002,1
比尔吉沃特,67699.8999999997,2003.9,68005.8000000001,1
比尔吉沃特,67697.8000000003,2017.6,68037,5
恕瑞玛,67670,2015,67018.4000000006,4
恕瑞玛,67632,2000.5,68144.7999999995,2
比尔吉沃特,67525,2005,67511.9,1
比尔吉沃特,67511.9,2004.9,67498.8,1
比尔吉沃特,67498.8,2004.8,67485.7,1
比尔吉沃特,67493.8000000002,2008.4,67287.0999999999,1
比尔吉沃特,67485.7,2004.7,67472.6,1
比尔吉沃特,67472.6,2004.6,67459.5,1
比尔吉沃特,67472.5,2005.1,67525,1
比尔吉沃特,67459.5,2004.5,67446.4,1
比尔吉沃特,67446.4,2004.4,67433.3,1
比尔吉沃特,67433.3,2004.3,67420.2,1
比尔吉沃特,67420.2,2004.2,67407.1,1
比尔吉沃特,67420,2005.2,67472.5,1
比尔吉沃特,67407.1,2004.1,67394,1
比尔吉沃特,67394,2004,67699.8999999997,1
比尔吉沃特,67367.5,2005.3,67420,1
比尔吉沃特,67358.5999999998,2017.7,67697.8000000003,5
艾欧尼亚,67316,2010.5,66798.2000000005,2
比尔吉沃特,67315,2005.4,67367.5,1
比尔吉沃特,67287.0999999999,2008.3,67080.4000000001,1
比尔吉沃特,67262.5,2005.5,67315,1
艾欧尼亚,67239.6999999997,2014.7,67954.6000000006,4
比尔吉沃特,67210,2005.6,67262.5,1
比尔吉沃特,67157.5,2005.7,67210,1
恕瑞玛,67119.2000000005,2000.6,67632,2
比尔吉沃特,67105,2005.8,67157.5,1
比尔吉沃特,67080.4000000001,2008.2,66873.6999999998,1
比尔吉沃特,67052.5,2005.9,67105,1
比尔吉沃特,67019.4000000002,2017.8,67358.5999999998,5
恕瑞玛,67018.4000000006,2014.9,66366.7999999997,4
比尔吉沃特,67000,2006,67052.5,1
比尔吉沃特,66873.6999999998,2008.1,66667,1
诺克萨斯,66844.1999999993,2011.8,65403.3000000007,4
比尔吉沃特,66832.4000000002,2006.1,67000,1
艾欧尼亚,66798.2000000005,2010.4,66280.3999999998,2
比尔吉沃特,66680.1999999997,2017.9,67019.4000000002,5
比尔吉沃特,66667,2008,66532.7000000001,1
比尔吉沃特,66664.7999999999,2006.2,66832.4000000002,1
恕瑞玛,66606.3999999998,2000.7,67119.2000000005,2
比尔吉沃特,66532.7000000001,2007.9,66398.3999999999,1
艾欧尼亚,66524.8000000003,2014.8,67239.6999999997,4
比尔吉沃特,66497.2000000001,2006.3,66664.7999999999,1
比尔吉沃特,66398.3999999999,2007.8,66264.1000000001,1
恕瑞玛,66366.7999999997,2014.8,65715.2000000003,5
比尔吉沃特,66341,2018,66680.1999999997,5
比尔吉沃特,66329.5999999998,2006.4,66497.2000000001,1
艾欧尼亚,66280.3999999998,2010.3,65762.6000000002,2
比尔吉沃特,66264.1000000001,2007.7,66129.7999999999,1
比尔吉沃特,66162,2006.5,66329.5999999998,1
比尔吉沃特,66129.7999999999,2007.6,65995.5,1
恕瑞玛,66093.6000000002,2000.8,66606.3999999998,2
比尔吉沃特,65995.5,2007.5,65861.2000000001,1
比尔吉沃特,65994.4000000002,2006.6,66162,1
比尔吉沃特,65861.2000000001,2007.4,65726.8999999999,1
比尔吉沃特,65826.7999999999,2006.7,65994.4000000002,1
艾欧尼亚,65809.8999999994,2014.9,66524.8000000003,5
艾欧尼亚,65762.6000000002,2010.2,65244.7999999995,2
比尔吉沃特,65726.8999999999,2007.3,65592.6000000001,1
恕瑞玛,65715.2000000003,2014.7,65063.5999999994,5
比尔吉沃特,65659.2000000001,2006.8,65826.7999999999,1
比尔吉沃特,65592.6000000001,2007.2,65458.2999999999,1
恕瑞玛,65580.7999999995,2000.9,66093.6000000002,2
比尔吉沃特,65491.5999999998,2006.9,65659.2000000001,1
比尔吉沃特,65458.2999999999,2007.1,65324,1
诺克萨斯,65403.3000000007,2011.7,63962.3999999987,3
比尔吉沃特,65324,2007,65491.5999999998,1
艾欧尼亚,65244.7999999995,2010.1,64727,2
恕瑞玛,65174,2003,65065.7000000001,2
艾欧尼亚,65095,2015,65809.8999999994,5
恕瑞玛,65068,2001,65580.7999999995,2
恕瑞玛,65065.7000000001,2002.9,64957.4,2
恕瑞玛,65063.5999999994,2014.6,64412,5
恕瑞玛,64970.3000000001,2001.1,65068,2
恕瑞玛,64957.4,2002.8,64849.1,2
恕瑞玛,64872.6,2001.2,64970.3000000001,2
恕瑞玛,64849.1,2002.7,64740.7999999999,2
弗雷尔卓德,64796,2017,63350.2000000013,5
恕瑞玛,64793.8000000003,2003.1,65174,2
恕瑞玛,64774.9,2001.3,64872.6,2
恕瑞玛,64740.7999999999,2002.6,64632.5,2
艾欧尼亚,64727,2010,64275.4000000004,2
恕瑞玛,64677.1999999999,2001.4,64774.9,2
恕瑞玛,64632.5,2002.5,64524.2000000001,2
恕瑞玛,64579.5,2001.5,64677.1999999999,2
恕瑞玛,64524.2000000001,2002.4,64415.9,2
恕瑞玛,64481.8000000001,2001.6,64579.5,2
恕瑞玛,64415.9,2002.3,64307.6,2
恕瑞玛,64413.5999999998,2003.2,64793.8000000003,2
恕瑞玛,64412,2014.5,63760.4000000006,5
恕瑞玛,64384.1,2001.7,64481.8000000001,2
恕瑞玛,64307.6,2002.2,64199.2999999999,2
恕瑞玛,64286.4,2001.8,64384.1,2
艾欧尼亚,64275.4000000004,2009.9,63823.7999999998,2
恕瑞玛,64199.2999999999,2002.1,64091,2
恕瑞玛,64188.6999999999,2001.9,64286.4,2
恕瑞玛,64091,2002,64188.6999999999,2
恕瑞玛,64033.4000000002,2003.3,64413.5999999998,2
诺克萨斯,63962.3999999987,2011.6,62521.5,3
艾欧尼亚,63835.5000000011,2015.1,65095,5
艾欧尼亚,63823.7999999998,2009.8,63372.2000000002,2
恕瑞玛,63760.4000000006,2014.4,63108.7999999997,5
恕瑞玛,63653.1999999997,2003.4,64033.4000000002,2
德玛西亚,63645.200000002,2011.7,59337.5999999961,4
艾欧尼亚,63372.2000000002,2009.7,62920.5999999996,2
弗雷尔卓德,63350.2000000013,2016.9,61904.3999999993,5
恕瑞玛,63273,2003.5,63653.1999999997,2
恕瑞玛,63108.7999999997,2014.3,62457.2000000003,5
艾欧尼亚,62920.5999999996,2009.6,62469,2
恕瑞玛,62892.8000000003,2003.6,63273,2
艾欧尼亚,62575.9999999994,2015.2,63835.5000000011,5
诺克萨斯,62521.5,2011.5,61080.6000000013,3
恕瑞玛,62512.5999999998,2003.7,62892.8000000003,2
艾欧尼亚,62469,2009.5,62017.4000000004,2
恕瑞玛,62457.2000000003,2014.2,61805.5999999994,5
恕瑞玛,62132.4000000002,2003.8,62512.5999999998,2
艾欧尼亚,62017.4000000004,2009.4,61565.7999999998,2
弗雷尔卓德,61904.3999999993,2016.8,60458.6000000007,5
恕瑞玛,61805.5999999994,2014.1,61154,5
恕瑞玛,61752.1999999997,2003.9,62132.4000000002,2
艾欧尼亚,61565.7999999998,2009.3,61114.2000000002,2
恕瑞玛,61372,2004,61752.1999999997,2
艾欧尼亚,61316.5000000006,2015.3,62575.9999999994,5
恕瑞玛,61228.9000000001,2004.1,61372,2
恕瑞玛,61154,2014,60993.2000000001,5
艾欧尼亚,61114.2000000002,2009.2,60662.5999999996,2
恕瑞玛,61085.7999999999,2004.2,61228.9000000001,2
诺克萨斯,61080.6000000013,2011.4,59639.6999999993,3
恕瑞玛,60993.2000000001,2013.9,60832.3999999999,5
恕瑞玛,60942.7000000001,2004.3,61085.7999999999,2
恕瑞玛,60895,2010,60470.2000000004,3
恕瑞玛,60832.3999999999,2013.8,60671.6000000001,5
恕瑞玛,60799.5999999999,2004.4,60942.7000000001,2
恕瑞玛,60714.2000000002,2010.1,60895,3
恕瑞玛,60671.6000000001,2013.7,60510.7999999999,5
艾欧尼亚,60662.5999999996,2009.1,60211,2
恕瑞玛,60656.5,2004.5,60799.5999999999,2
恕瑞玛,60533.3999999999,2010.2,60714.2000000002,3
恕瑞玛,60513.4000000001,2004.6,60656.5,2
恕瑞玛,60510.7999999999,2013.6,60350,5
恕瑞玛,60470.2000000004,2009.9,60045.3999999998,3
弗雷尔卓德,60458.6000000007,2016.7,59012.7999999987,5
恕瑞玛,60370.2999999999,2004.7,60513.4000000001,2
恕瑞玛,60352.6000000001,2010.3,60533.3999999999,3
恕瑞玛,60350,2013.5,60189.2000000001,5
恕瑞玛,60227.2000000001,2004.8,60370.2999999999,2
艾欧尼亚,60211,2009,60093.0000000001,2
